dpd_bucket,risk_segment,geography,accounts,recovered,outstanding,month,recovery_per_account,recovery_rate
0-30,MEDIUM,Haryana,204,641185.19,71758032.82,2026-06,3143.064656862745,0.008935378588322902
0-30,MEDIUM,Karnataka,229,1595302.33,78046694.32,2026-06,6966.385720524017,0.020440357453950397
0-30,MEDIUM,Maharashtra,401,2846494.95,146564586.15,2026-06,7098.49114713217,0.01942143750255457
0-30,MEDIUM,Odisha,225,1570941.52,75223621.16,2026-06,6981.962311111111,0.020883620008914763
0-30,MEDIUM,Rajasthan,226,1528153.96,78560064.79,2026-06,6761.743185840708,0.019452045566471073
0-30,MEDIUM,Tamil Nadu,198,922656.57,67374860.2,2026-06,4659.881666666666,0.013694374537640969
0-30,MEDIUM,Telangana,227,1436121.15,79109499.47,2026-06,6326.524889867841,0.018153586606177524
0-30,MEDIUM,UNKNOWN,207,199159.16,72315838.86,2026-06,962.1215458937198,0.0027540185267789343
0-30,MEDIUM,West Bengal,194,1109261.34,65678591.94,2026-06,5717.841958762887,0.016889237531361123
0-30,NPA,Delhi,212,948874.9299999999,80163381.95,2026-06,4475.825141509434,0.011836762707838825
0-30,NPA,Haryana,192,975977.62,68160486.75,2026-06,5083.216770833334,0.014318818226455813
0-30,NPA,Karnataka,226,1216133.93,75439712.26,2026-06,5381.123584070796,0.016120606688008594
0-30,NPA,Maharashtra,394,2171853.91,139432917.2,2026-06,5512.319568527919,0.015576335585697695
0-30,NPA,Odisha,226,1298387.27,84346597.29,2026-06,5745.076415929204,0.015393475394578065
0-30,NPA,Rajasthan,186,574449.7,63536262.75,2026-06,3088.439247311828,0.009041288787480657
0-30,NPA,Tamil Nadu,208,914508.77,74336103.03,2026-06,4396.676778846154,0.012302350173386538
0-30,NPA,Telangana,206,1032730.83,72282685.44,2026-06,5013.25645631068,0.014287388794613108
0-30,NPA,UNKNOWN,234,1326390.08,80949800.83,2026-06,5668.333675213676,0.01638534087051688
0-30,NPA,West Bengal,190,755352.01,67785644.4,2026-06,3975.536894736842,0.01114324451269803
31-60,HIGH,Delhi,82,720431.34,26677480.34,2026-06,8785.748048780488,0.027005224287234914
31-60,HIGH,Haryana,86,722676.24,33383848.18,2026-06,8403.212093023256,0.021647481623552005
31-60,HIGH,Karnataka,95,342131.11,33660328.3,2026-06,3601.380105263158,0.010164223799326402
31-60,HIGH,Maharashtra,194,1496003.65,62995515.87,2026-06,7711.359020618556,0.023747779970358707
31-60,HIGH,Odisha,61,224957.5,21890435.25,2026-06,3687.8278688524592,0.01027652019847344
31-60,HIGH,Rajasthan,63,431392.49,21761946.0,2026-06,6847.499841269841,0.01982324972224451
31-60,HIGH,Tamil Nadu,97,614518.69,34309721.12,2026-06,6335.244226804123,0.017910920577019252
31-60,HIGH,Telangana,68,197151.37,23695714.22,2026-06,2899.2848529411763,0.008320127773721944
31-60,HIGH,UNKNOWN,89,513915.57999999996,28392938.81,2026-06,5774.332359550562,0.018100119309206512
31-60,HIGH,West Bengal,79,425000.96,26931596.12,2026-06,5379.758987341773,0.01578075648046663
31-60,LOW,Delhi,87,488854.74,32258807.34,2026-06,5619.0199999999995,0.015154147977251288
31-60,LOW,Haryana,74,722995.94,28477042.97,2026-06,9770.215405405404,0.02538872946751044
31-60,LOW,Karnataka,91,411450.67,34453611.45,2026-06,4521.435934065934,0.011942163758278524
31-60,LOW,Maharashtra,193,906828.01,68585289.26,2026-06,4698.590725388601,0.013221902536013302
31-60,LOW,Odisha,80,496050.44,25437945.68,2026-06,6200.6305,0.019500412739304192
31-60,LOW,Rajasthan,76,261059.09999999998,26496792.72,2026-06,3434.9881578947366,0.009852479232437457
31-60,LOW,Tamil Nadu,81,525065.91,29667735.64,2026-06,6482.295185185186,0.017698213182541358
31-60,LOW,Telangana,93,323401.42,32212344.13,2026-06,3477.4346236559136,0.010039673570319577
31-60,LOW,UNKNOWN,96,449190.32999999996,33314654.56,2026-06,4679.0659375,0.013483265425760428
31-60,LOW,West Bengal,92,695051.48,30950074.44,2026-06,7554.907391304348,0.022457182820268522
31-60,MEDIUM,Delhi,83,378236.06,29555701.45,2026-06,4557.0609638554215,0.012797397505177466
31-60,MEDIUM,Haryana,85,374046.82,29518164.0,2026-06,4400.550823529412,0.012671750858217333
31-60,MEDIUM,Karnataka,77,546497.79,30300133.7,2026-06,7097.373896103896,0.01803615110780848
31-60,MEDIUM,Maharashtra,150,1252342.26,50076152.15,2026-06,8348.9484,0.025008755789556008
31-60,MEDIUM,Odisha,94,750924.57,32352345.04,2026-06,7988.559255319148,0.023210823483477534
31-60,MEDIUM,Rajasthan,83,363134.9,28366388.93,2026-06,4375.119277108434,0.01280159067465765
31-60,MEDIUM,Tamil Nadu,90,517285.79,31825541.77,2026-06,5747.619888888888,0.01625379368993535
31-60,MEDIUM,Telangana,82,423875.85000000003,28338055.34,2026-06,5169.21768292683,0.0149578312595673
31-60,MEDIUM,UNKNOWN,86,880588.03,29905716.02,2026-06,10239.39569767442,0.029445475554274993
31-60,MEDIUM,West Bengal,90,609882.08,32180009.91,2026-06,6776.467555555555,0.01895220298892692
31-60,NPA,Delhi,88,134393.62,30727573.38,2026-06,1527.2002272727273,0.004373714069054157
31-60,NPA,Haryana,91,212699.9,29875114.39,2026-06,2337.361538461538,0.007119634663932746
31-60,NPA,Karnataka,83,616893.71,28057220.07,2026-06,7432.454337349397,0.021986986182555183
31-60,NPA,Maharashtra,171,1291400.84,62984584.36,2026-06,7552.051695906433,0.0205034430745587
31-60,NPA,Odisha,99,574976.34,35056978.08,2026-06,5807.841818181818,0.016401195182536965
31-60,NPA,Rajasthan,87,771122.76,25723382.84,2026-06,8863.48,0.029977501979284775
31-60,NPA,Tamil Nadu,87,435077.57,29918088.54,2026-06,5000.891609195402,0.01454229167810331
31-60,NPA,Telangana,62,122863.18999999999,23496827.12,2026-06,1981.6643548387094,0.0052289268407401885
31-60,NPA,UNKNOWN,87,712371.89,30184876.36,2026-06,8188.182643678161,0.023600291798578036
31-60,NPA,West Bengal,79,459278.36,24843432.43,2026-06,5813.650126582278,0.018486912438290638
61-90,HIGH,Delhi,84,667125.23,29356287.53,2026-06,7941.967023809523,0.022725122490990943
61-90,HIGH,Haryana,79,617627.12,31248201.66,2026-06,7818.064810126582,0.019765205265895612
61-90,HIGH,Karnataka,84,312256.24,29955872.15,2026-06,3717.3361904761905,0.010423874105097621
61-90,HIGH,Maharashtra,165,685427.33,57445870.36,2026-06,4154.10503030303,0.011931707635459001
61-90,HIGH,Odisha,82,253497.21,26824997.99,2026-06,3091.429390243902,0.009450036495603853
61-90,HIGH,Rajasthan,75,603947.53,25181098.88,2026-06,8052.633733333334,0.02398416101211863
61-90,HIGH,Tamil Nadu,91,545524.51,33315201.64,2026-06,5994.774835164835,0.01637464229977868
61-90,HIGH,Telangana,73,321650.64,22857496.34,2026-06,4406.173150684932,0.014071997878311813
61-90,HIGH,UNKNOWN,99,492214.43,35179629.25,2026-06,4971.862929292929,0.013991461550152635
61-90,HIGH,West Bengal,90,337258.44,36483452.97,2026-06,3747.316,0.009244148032734852
61-90,LOW,Delhi,90,608731.96,32427490.259999998,2026-06,6763.688444444444,0.018772095993839024
61-90,LOW,Haryana,92,368137.0,31931246.12,2026-06,4001.4891304347825,0.01152905209575955
61-90,LOW,Karnataka,97,380442.0,32011762.8,2026-06,3922.082474226804,0.011884443926967995
61-90,LOW,Maharashtra,169,983439.59,56945988.51,2026-06,5819.169171597633,0.017269690380865073
61-90,LOW,Odisha,80,270221.86,29534110.3,2026-06,3377.7732499999997,0.00914948367345943
61-90,LOW,Rajasthan,79,644017.84,28333472.69,2026-06,8152.124556962025,0.022729929615274418
61-90,LOW,Tamil Nadu,77,608737.84,23788487.38,2026-06,7905.686233766233,0.02558959845895002
61-90,LOW,Telangana,93,687233.05,36104879.51,2026-06,7389.602688172044,0.019034353786159475
61-90,LOW,UNKNOWN,99,656039.45,32157249.93,2026-06,6626.661111111111,0.020400981160642425
61-90,LOW,West Bengal,95,503783.5,33651608.25,2026-06,5302.984210526316,0.014970562365321722
61-90,MEDIUM,Delhi,98,503736.0,34249235.62,2026-06,5140.163265306122,0.014707948685016523
61-90,MEDIUM,Haryana,73,720841.87,22834041.38,2026-06,9874.546164383562,0.031568738008479515
61-90,MEDIUM,Karnataka,73,698173.07,24463468.89,2026-06,9564.014657534246,0.028539414141932833
61-90,MEDIUM,Maharashtra,164,1420474.8699999999,61194124.68,2026-06,8661.43213414634,0.023212602148131582
61-90,MEDIUM,Odisha,97,1167291.98,33386966.63,2026-06,12033.93793814433,0.034962504768286586
61-90,MEDIUM,Rajasthan,81,348065.19,25931340.72,2026-06,4297.101111111111,0.013422568225774329
61-90,MEDIUM,Tamil Nadu,83,400371.80000000005,29898522.45,2026-06,4823.756626506025,0.013391022939998162
61-90,MEDIUM,Telangana,95,417193.9,32434655.78,2026-06,4391.514736842106,0.012862596810947256
61-90,MEDIUM,UNKNOWN,80,280703.87,27581972.85,2026-06,3508.798375,0.010177077307941734
61-90,MEDIUM,West Bengal,108,519933.5,37218179.85,2026-06,4814.199074074074,0.01396987983011211
61-90,NPA,Delhi,70,418818.36,23619479.59,2026-06,5983.119428571428,0.017731904651164247
61-90,NPA,Haryana,63,26978.36,21567840.62,2026-06,428.22793650793653,0.0012508605045505941
61-90,NPA,Karnataka,91,218542.23,31702758.86,2026-06,2401.562967032967,0.006893476714915783
61-90,NPA,Maharashtra,177,1102131.32,62470276.21,2026-06,6226.730621468927,0.017642491547421316
61-90,NPA,Odisha,85,259642.33000000002,29462225.63,2026-06,3054.615647058824,0.008812719489040178
61-90,NPA,Rajasthan,88,341167.26,30361756.14,2026-06,3876.900681818182,0.01123674330387399
61-90,NPA,Tamil Nadu,80,511425.54000000004,24190666.59,2026-06,6392.8192500000005,0.02114144056747136
61-90,NPA,Telangana,91,529796.48,28184102.93,2026-06,5821.939340659341,0.0187977059733226
61-90,NPA,UNKNOWN,95,32250.02,31429069.79,2026-06,339.4738947368421,0.0010261207288502444
61-90,NPA,West Bengal,82,813100.4500000001,29637785.83,2026-06,9915.859146341465,0.02743458822004721
90+,HIGH,Delhi,82,785795.31,26039981.37,2026-06,9582.869634146342,0.030176492787559933
90+,HIGH,Haryana,74,198664.91999999998,24646125.61,2026-06,2684.6610810810807,0.008060695751684112
90+,HIGH,Karnataka,94,104811.07,34733171.56,2026-06,1115.0113829787235,0.0030176072409323048
90+,HIGH,Maharashtra,162,502287.54999999993,56460594.36,2026-06,3100.540432098765,0.008896249777275635
90+,HIGH,Odisha,99,866215.53,37539057.63,2026-06,8749.65181818182,0.023075047289086676
90+,HIGH,Rajasthan,68,302177.44,25811128.11,2026-06,4443.785882352941,0.011707254278550013
90+,HIGH,Tamil Nadu,96,519543.57999999996,35430827.160000004,2026-06,5411.9122916666665,0.014663602903026323
90+,HIGH,Telangana,88,584167.13,29823835.84,2026-06,6638.262840909091,0.019587256754428274
90+,HIGH,UNKNOWN,86,797397.96,31886171.34,2026-06,9272.06930232558,0.025007642074597217
90+,HIGH,West Bengal,85,155415.7,26683524.33,2026-06,1828.42,0.00582440677917751
90+,LOW,Delhi,83,554517.59,30998240.1,2026-06,6680.934819277108,0.017888679751209488
90+,LOW,Haryana,65,753043.47,22043519.97,2026-06,11585.284153846153,0.034161670687115765
90+,LOW,Karnataka,83,865781.5399999999,25993812.169999998,2026-06,10431.102891566265,0.03330721689984421
90+,LOW,Maharashtra,180,1094078.83,64345742.72,2026-06,6078.215722222222,0.017003126916428263
90+,LOW,Odisha,87,835232.38,29655692.5,2026-06,9600.372183908046,0.028164318874023934
90+,LOW,Rajasthan,87,297158.86000000004,31037769.92,2026-06,3415.6190804597704,0.009574104736452664
90+,LOW,Tamil Nadu,91,829233.17,31447210.34,2026-06,9112.452417582417,0.026369053440178696
90+,LOW,Telangana,88,469390.49,30228305.4,2026-06,5333.982840909091,0.015528177441266689
90+,LOW,UNKNOWN,96,470736.42,31698930.56,2026-06,4903.5043749999995,0.014850230329032274
90+,LOW,West Bengal,86,166109.16999999998,31077431.98,2026-06,1931.5019767441859,0.0053450095267491915
90+,MEDIUM,Delhi,80,374794.01,23988185.68,2026-06,4684.925125,0.015624108258945243
90+,MEDIUM,Haryana,71,211168.46,22681673.14,2026-06,2974.203661971831,0.009310091839194892
90+,MEDIUM,Karnataka,75,321170.89,25594852.63,2026-06,4282.278533333333,0.0125482609586723
90+,MEDIUM,Maharashtra,136,881013.8,42457627.88,2026-06,6478.042647058824,0.020750424458239894
90+,MEDIUM,Odisha,78,736068.79,28226545.7,2026-06,9436.77935897436,0.026077182728030376
90+,MEDIUM,Rajasthan,77,265890.27,27892336.24,2026-06,3453.12038961039,0.009532735720383673
90+,MEDIUM,Tamil Nadu,88,481643.31,32311778.2,2026-06,5473.219431818182,0.014906122065420715
90+,MEDIUM,Telangana,91,219631.51,31689310.97,2026-06,2413.533076923077,0.006930775812952301
90+,MEDIUM,UNKNOWN,100,651291.4199999999,31805914.04,2026-06,6512.914199999999,0.020477054021491657
90+,MEDIUM,West Bengal,67,321616.49,22719603.76,2026-06,4800.246119402985,0.014155902250647348
90+,NPA,Delhi,89,478043.24,30722636.01,2026-06,5371.272359550561,0.015559968221620054
90+,NPA,Haryana,81,757208.0800000001,30459283.94,2026-06,9348.247901234568,0.024859680926563505
90+,NPA,Karnataka,63,76898.41,23583971.61,2026-06,1220.6096825396826,0.0032606217168016684
90+,NPA,Maharashtra,156,1041152.54,53564083.62,2026-06,6674.054743589744,0.019437512408244578
90+,NPA,Odisha,92,572461.78,29927551.46,2026-06,6222.410652173913,0.019128253133743004
90+,NPA,Rajasthan,83,535361.89,28637481.580000002,2026-06,6450.143253012048,0.018694447292945233
90+,NPA,Tamil Nadu,100,580424.37,33650027.19,2026-06,5804.2437,0.017248852927301307
90+,NPA,Telangana,89,336143.76,31261379.81,2026-06,3776.896179775281,0.010752684687720443
90+,NPA,UNKNOWN,90,770933.54,32633237.94,2026-06,8565.928222222223,0.023624181621739494
90+,NPA,West Bengal,77,269446.02,25054377.59,2026-06,3499.2989610389614,0.010754448759786574
0-30,HIGH,Delhi,196,1309977.9,68343968.55,2026-07,6683.560714285713,0.019167425126061104
0-30,HIGH,Haryana,188,1326216.62,64675269.62,2026-07,7054.343723404256,0.020505776439622057
0-30,HIGH,Karnataka,169,1394122.82,59852337.5,2026-07,8249.247455621302,0.023292704650006362
0-30,HIGH,Maharashtra,407,2933940.52,148154692.83,2026-07,7208.699066339066,0.01980322367085967
0-30,HIGH,Odisha,224,1225279.03,74203173.36,2026-07,5469.995669642857,0.01651248827399206
0-30,HIGH,Rajasthan,200,818758.07,71598668.63,2026-07,4093.7903499999998,0.011435381211221833
0-30,HIGH,Tamil Nadu,176,731260.38,65577569.41,2026-07,4154.888522727273,0.011151074774181693
0-30,HIGH,Telangana,213,1529150.54,78167729.17,2026-07,7179.110516431925,0.01956242756744778
0-30,HIGH,UNKNOWN,205,1307066.61,73201732.67,2026-07,6375.93468292683,0.017855678579254047
0-30,HIGH,West Bengal,223,1447903.6,75233672.65,2026-07,6492.841255605382,0.019245419623948132
0-30,LOW,Delhi,189,1099098.48,72725740.64,2026-07,5815.3358730158725,0.015112922471847376
0-30,LOW,Haryana,198,999057.44,72433258.57,2026-07,5045.744646464646,0.013792799878449538
0-30,LOW,Karnataka,191,1571776.41,63184055.85,2026-07,8229.195863874345,0.024876155682873907
0-30,LOW,Maharashtra,404,2870682.56,140457807.23,2026-07,7105.649900990099,0.02043804197583158
0-30,LOW,Odisha,173,2125372.81,60106914.67,2026-07,12285.39196531792,0.03535987201586968
0-30,LOW,Rajasthan,178,1351947.01,64925948.32,2026-07,7595.207921348315,0.020822907404242592
0-30,LOW,Tamil Nadu,195,1103998.93,69347800.66,2026-07,5661.532974358974,0.01591973962393864
0-30,LOW,Telangana,227,995697.3300000001,80356720.97,2026-07,4386.331850220265,0.012390965161106176
0-30,LOW,UNKNOWN,225,1865674.11,75135985.82000001,2026-07,8291.884933333335,0.024830633279631333
0-30,LOW,West Bengal,196,1022796.38,69955125.27,2026-07,5218.34887755102,0.014620749745674783
0-30,MEDIUM,Delhi,212,1236746.3699999999,75707497.54,2026-07,5833.70929245283,0.01633585061171208
0-30,MEDIUM,Haryana,184,1127336.3,65366529.99,2026-07,6126.827717391305,0.017246384352549597
0-30,MEDIUM,Karnataka,238,926476.4199999999,82030622.28,2026-07,3892.7580672268905,0.011294275165164576
0-30,MEDIUM,Maharashtra,394,2599612.5,142724499.99,2026-07,6598.001269035533,0.01821419938540434
0-30,MEDIUM,Odisha,217,1306020.24,74045417.33,2026-07,6018.526451612903,0.017638096820758373
0-30,MEDIUM,Rajasthan,225,2126595.03,79075912.9,2026-07,9451.533466666666,0.02689308225488725
0-30,MEDIUM,Tamil Nadu,206,813075.21,70231519.71,2026-07,3946.9670388349514,0.01157706985919357
0-30,MEDIUM,Telangana,222,1257588.28,75887097.45,2026-07,5664.812072072073,0.016571832660072307
0-30,MEDIUM,UNKNOWN,193,1733099.91,68918478.97,2026-07,8979.792279792746,0.025147100398928028
0-30,MEDIUM,West Bengal,194,1050262.7,65440633.41,2026-07,5413.725257731959,0.01604909129500432
0-30,NPA,Delhi,203,958550.27,76391453.57,2026-07,4721.922512315271,0.012547873161251591
0-30,NPA,Haryana,183,926301.65,63666817.9,2026-07,5061.7576502732245,0.014549206015838905
0-30,NPA,Karnataka,212,1160140.57,72355652.69,2026-07,5472.361179245283,0.01603386227432012
0-30,NPA,Maharashtra,373,1995229.17,133606206.14,2026-07,5349.139865951743,0.014933656359565273
0-30,NPA,Odisha,212,1506558.8699999999,79629214.2,2026-07,7106.4097641509425,0.018919675211362313
0-30,NPA,Rajasthan,184,771115.05,61928991.36,2026-07,4190.842663043479,0.012451600342034056
0-30,NPA,Tamil Nadu,203,567355.7,72679018.99,2026-07,2794.8556650246305,0.0078063202817592135
0-30,NPA,Telangana,211,1571466.49,73531959.95,2026-07,7447.7084834123225,0.021371203638099134
0-30,NPA,UNKNOWN,225,1708392.58,78786311.55,2026-07,7592.855911111112,0.021683875617350183
0-30,NPA,West Bengal,181,1691683.3699999999,64384479.57,2026-07,9346.316961325967,0.026274707527312858
31-60,HIGH,Delhi,83,566107.78,27659973.33,2026-07,6820.575662650603,0.020466678447082946
31-60,HIGH,Haryana,85,159666.06,33192461.0,2026-07,1878.4242352941176,0.004810310992005082
31-60,HIGH,Karnataka,92,535194.61,32390047.34,2026-07,5817.332717391304,0.016523427841337635
31-60,HIGH,Maharashtra,194,532718.15,61945428.38,2026-07,2745.969845360825,0.008599797659515355
31-60,HIGH,Odisha,57,567665.3500000001,21008981.35,2026-07,9959.041228070177,0.027020127275233174
31-60,HIGH,Rajasthan,63,172651.42,21560848.16,2026-07,2740.4987301587303,0.008007635818348995
31-60,HIGH,Tamil Nadu,91,147210.03,31978008.73,2026-07,1617.6926373626372,0.0046034770721009805
31-60,HIGH,Telangana,68,357201.47,25424064.27,2026-07,5252.962794117647,0.014049739105698067
31-60,HIGH,UNKNOWN,88,654597.92,29982388.68,2026-07,7438.612727272728,0.02183274745006074
31-60,HIGH,West Bengal,70,597513.32,23662881.8,2026-07,8535.904571428571,0.02525107994242696
31-60,LOW,Delhi,85,625034.8,30616317.27,2026-07,7353.350588235295,0.020415087630818767
31-60,LOW,Haryana,74,435633.91000000003,27844048.21,2026-07,5886.94472972973,0.0156454947468287
31-60,LOW,Karnataka,86,452771.19999999995,32118190.72,2026-07,5264.781395348837,0.014097033171861057
31-60,LOW,Maharashtra,180,853407.4,63871303.53,2026-07,4741.152222222222,0.013361358745389613
31-60,LOW,Odisha,75,312511.57,25151307.57,2026-07,4166.820933333333,0.012425261355904925
31-60,LOW,Rajasthan,77,300030.28,26617363.75,2026-07,3896.4971428571434,0.011271975798129144
31-60,LOW,Tamil Nadu,82,468567.70999999996,29521320.68,2026-07,5714.240365853658,0.015872179807912307
31-60,LOW,Telangana,90,628717.01,30146359.63,2026-07,6985.744555555556,0.02085548695486056
31-60,LOW,UNKNOWN,90,607303.01,32873379.72,2026-07,6747.811222222223,0.018474005872615523
31-60,LOW,West Bengal,96,759045.9299999999,32416381.36,2026-07,7906.728437499999,0.023415504697159695
31-60,MEDIUM,Delhi,79,561678.13,28551479.0,2026-07,7109.8497468354435,0.019672470557479702
31-60,MEDIUM,Haryana,79,480658.98,28956053.71,2026-07,6084.290886075949,0.016599602446310008
31-60,MEDIUM,Karnataka,74,758716.79,30357753.36,2026-07,10252.929594594596,0.024992521053936123
31-60,MEDIUM,Maharashtra,149,812823.27,50858128.83,2026-07,5455.1897315436245,0.015982170180050645
31-60,MEDIUM,Odisha,86,255045.79,29566495.66,2026-07,2965.6487209302327,0.008626175821879595
31-60,MEDIUM,Rajasthan,83,1051514.6300000001,29328923.08,2026-07,12668.850963855422,0.035852480063171835
31-60,MEDIUM,Tamil Nadu,90,160002.83000000002,32346503.97,2026-07,1777.8092222222224,0.0049465262195999855
31-60,MEDIUM,Telangana,86,422105.31,30160750.5,2026-07,4908.201279069767,0.013995185895656011
31-60,MEDIUM,UNKNOWN,84,874176.52,28015893.55,2026-07,10406.863333333333,0.03120287841042286
31-60,MEDIUM,West Bengal,86,696514.72,31235727.24,2026-07,8099.008372093023,0.02229865546744991
31-60,NPA,Delhi,88,431863.31,29161854.55,2026-07,4907.537613636364,0.014809185378095235
31-60,NPA,Haryana,90,477833.19,28446013.63,2026-07,5309.257666666666,0.016797896401767282
31-60,NPA,Karnataka,88,1120433.43,29083063.11,2026-07,12732.198068181817,0.038525289642367386
31-60,NPA,Maharashtra,162,917463.38,59876223.27,2026-07,5663.354197530864,0.015322666158533081
31-60,NPA,Odisha,96,619929.45,34551127.89,2026-07,6457.5984375,0.017942379536021565
31-60,NPA,Rajasthan,83,474655.96,25133080.03,2026-07,5718.746506024097,0.018885705987225953
31-60,NPA,Tamil Nadu,85,420017.57,30347070.28,2026-07,4941.383176470588,0.013840465195640625
31-60,NPA,Telangana,58,349934.21,21696782.1,2026-07,6033.348448275862,0.016128392145303427
31-60,NPA,UNKNOWN,87,569946.64,29683462.74,2026-07,6551.110804597702,0.01920081376597507
31-60,NPA,West Bengal,75,640014.56,23207091.28,2026-07,8533.527466666668,0.02757840490555437
61-90,HIGH,Delhi,83,524910.28,28446563.41,2026-07,6324.220240963856,0.018452502414245054
61-90,HIGH,Haryana,72,156362.58000000002,28218627.37,2026-07,2171.7025000000003,0.005541112186279952
61-90,HIGH,Karnataka,81,737260.9,28851312.87,2026-07,9101.986419753086,0.025553807666292172
61-90,HIGH,Maharashtra,153,1229957.44,54276936.87,2026-07,8038.937516339869,0.022660774740216102
61-90,HIGH,Odisha,73,643538.73,24710023.13,2026-07,8815.59904109589,0.026043631226661666
61-90,HIGH,Rajasthan,73,459426.02,23987508.44,2026-07,6293.507123287672,0.019152719472685674
61-90,HIGH,Tamil Nadu,88,908877.54,31772481.28,2026-07,10328.153863636364,0.028605809284782433
61-90,HIGH,Telangana,70,349692.01999999996,21966765.99,2026-07,4995.600285714285,0.015919139856963534
61-90,HIGH,UNKNOWN,90,455956.29000000004,33808562.1,2026-07,5066.1810000000005,0.013486414732793384
61-90,HIGH,West Bengal,92,635646.43,37905236.29,2026-07,6909.200326086957,0.01676935674894325
61-90,LOW,Delhi,87,806805.52,31232077.55,2026-07,9273.626666666667,0.025832592106893
61-90,LOW,Haryana,90,693841.1799999999,30793951.19,2026-07,7709.3464444444435,0.02253173604513984
61-90,LOW,Karnataka,94,630051.8,30158832.57,2026-07,6702.678723404256,0.02089112032230099
61-90,LOW,Maharashtra,159,1046566.35,54256940.06,2026-07,6582.178301886793,0.019289078021035747
61-90,LOW,Odisha,74,95773.94,26072195.45,2026-07,1294.2424324324325,0.0036734129346211236
61-90,LOW,Rajasthan,76,532487.95,26823615.28,2026-07,7006.420394736841,0.019851460902700506
61-90,LOW,Tamil Nadu,71,252681.66999999998,22850656.57,2026-07,3558.89676056338,0.011057961036084137
61-90,LOW,Telangana,78,742509.19,28779361.97,2026-07,9519.34858974359,0.025800057373544336
61-90,LOW,UNKNOWN,101,734070.0399999999,34164540.17,2026-07,7268.020198019801,0.02148631406561676
61-90,LOW,West Bengal,89,283820.37,31578569.93,2026-07,3188.9929213483147,0.008987752473564911
61-90,MEDIUM,Delhi,91,246657.71,31884801.62,2026-07,2710.5242857142857,0.007735902294128809
61-90,MEDIUM,Haryana,67,96614.94,20714767.77,2026-07,1442.0140298507463,0.004664060976822624
61-90,MEDIUM,Karnataka,75,358717.66000000003,25987537.9,2026-07,4782.902133333334,0.013803449229409303
61-90,MEDIUM,Maharashtra,160,1127282.1099999999,59059229.99,2026-07,7045.513187499999,0.019087314721016053
61-90,MEDIUM,Odisha,90,364657.48,29722623.830000002,2026-07,4051.7497777777776,0.012268684019475408
61-90,MEDIUM,Rajasthan,80,418386.16,26008360.14,2026-07,5229.826999999999,0.016086602836467796
61-90,MEDIUM,Tamil Nadu,73,371663.75,25941548.7,2026-07,5091.284246575343,0.01432696845890315
61-90,MEDIUM,Telangana,90,715738.19,31062980.43,2026-07,7952.646555555555,0.02304151694693
61-90,MEDIUM,UNKNOWN,83,291610.27,27468696.49,2026-07,3513.376746987952,0.0106160942186012
61-90,MEDIUM,West Bengal,100,299264.83999999997,33244835.32,2026-07,2992.6483999999996,0.009001844560798984
61-90,NPA,Delhi,71,682359.51,21816484.88,2026-07,9610.697323943663,0.03127724350431654
61-90,NPA,Haryana,68,674037.73,23551662.81,2026-07,9912.319558823528,0.028619538902102684
61-90,NPA,Karnataka,82,848630.61,28074929.31,2026-07,10349.153780487804,0.030227346278579106
61-90,NPA,Maharashtra,171,908664.12,60040405.18,2026-07,5313.825263157894,0.01513421032512759
61-90,NPA,Odisha,85,270568.95,29074753.15,2026-07,3183.164117647059,0.009305975827347653
61-90,NPA,Rajasthan,87,894070.54,29508038.919999998,2026-07,10276.672873563219,0.030299219220360173
61-90,NPA,Tamil Nadu,76,154419.6,23285043.25,2026-07,2031.8368421052633,0.006631707673551347
61-90,NPA,Telangana,81,382266.12,25462471.830000002,2026-07,4719.334814814814,0.01501292264758099
61-90,NPA,UNKNOWN,84,597777.61,27888739.95,2026-07,7116.400119047619,0.021434371401207748
61-90,NPA,West Bengal,76,395928.91000000003,27128745.52,2026-07,5209.590921052632,0.014594442257129478
90+,HIGH,Delhi,82,621140.17,25663252.59,2026-07,7574.88012195122,0.024203485813876723
90+,HIGH,Haryana,78,488361.27999999997,26017411.78,2026-07,6261.042051282051,0.018770555815832958
90+,HIGH,Karnataka,91,99474.72,34128227.39,2026-07,1093.1287912087912,0.0029147344473316344
90+,HIGH,Maharashtra,156,852280.76,53824139.44,2026-07,5463.338205128205,0.015834545036248517
90+,HIGH,Odisha,94,398920.87,35986507.64,2026-07,4243.839042553192,0.011085289908948776
90+,HIGH,Rajasthan,66,220791.56999999998,25018742.42,2026-07,3345.326818181818,0.008825046690736103
90+,HIGH,Tamil Nadu,89,348272.64,32372586.73,2026-07,3913.1757303370787,0.010758257994788297
90+,HIGH,Telangana,87,487232.51,29641735.76,2026-07,5600.37367816092,0.016437381196059888
90+,HIGH,UNKNOWN,81,665975.13,30402044.09,2026-07,8221.915185185186,0.021905603716266434
90+,HIGH,West Bengal,82,419031.05,26003022.11,2026-07,5110.134756097561,0.016114705753330606
90+,LOW,Delhi,75,143978.19,28452490.580000002,2026-07,1919.7092,0.0050603018247269375
90+,LOW,Haryana,66,529057.77,21760922.7,2026-07,8016.026818181818,0.024312285710201068
90+,LOW,Karnataka,82,729647.9,25596560.64,2026-07,8898.14512195122,0.028505700834657137
90+,LOW,Maharashtra,181,1788778.62,64605598.75,2026-07,9882.754806629835,0.02768767188308119
